post_title,ID,post_content,post_excerpt,post_date,post_name,post_author,post_publisher,post_status,featured_image,post_format,comment_status,ping_status,post_category,post_tag
Our Best Tips For Sleeping In The Heat,169622531,"<p>Basking in the sun all day is great, but no one wants to be baking in their bed at night. Many people have trouble sleeping when it's too hot outside. If the AC isn't cooling you down enough at night (the ideal room temperature is 65-68 degrees Fahrenheit), you may want to read these tips below. </p>
<p><strong> </strong></p>
<p><strong>1. Go cotton </strong></p>
<p>Sheets with natural fibers, like cotton, are the best at keeping you cool at night. Although luxurious high-thread-count sheets sound enticing, the National Sleep Foundation recommends a thread count of 200 to 400. It turns out, the tighter the weave, the less breathable the sheets will be. </p>
<p style=""text-align: center;""> </p>
<p><strong>2. Switch off</strong></p>
<p>Electrical sockets give off a surprising amount of heat. Turning off all the plug sockets can help reduce excess heat (and will save energy!) </p>
<p> </p>
<p><strong>3. Stay low</strong></p>
<p>Remember, heat rises. If you can't get comfortable in your bed, sleep on the floor or downstairs. Maybe better, try a <a href=""https://eightsleep.com/eight-pod-sleep-cool/"">mattress with dynamic cooling</a> - they can go as low as 55 degrees Fahrenheit!</p>
<p> </p>
<p><strong>4. Close your curtains</strong></p>
<p>If there's a heat wave, it is important to close your curtains and blinds during the day. This is pretty self-explanatory, but blocking light from coming in can help keep your room from overheating. </p>
<p> </p>
<p><strong>5. Rinse your wrists</strong></p>
<p>Washing your wrists with cold water or rubbing them with an ice cube before you hit the hay can help you cool down. Cooling your pulse points gradually cools you down by slowing the blood to that area of your body, thus stopping your body from overheating. </p>
<p> </p>
<p><strong>6. Watch what you drink</strong></p>
<p>Boozing before bed is never a good idea, but you should especially avoid it on hot summer nights. Alcohol disrupts sleep and dehydrates. When it's unbearable hot out, it is imperative that you stay hydrated. Keep a cold glass of water by your bed. A cold sip can work wonders when you're overheating. </p>
<p> </p>
<p><strong>7. Take a cold shower</strong></p>
<p>If you can't bring town the temperature in your room, bring down your body temperature. Taking a cold shower will help drop your body temp a few degrees. Slipping into bed when you're nice and clean will also help you drift off to sleep.</p>
<p> </p>
<p><strong>8. Go solo</strong></p>
<p>Sorry lovebirds, but sleeping with a partner will increase the overall heat in your bed. If you're sleeping alone, try snoozing in the spread eagle position, which is best for reducing body heat and letting air circulate around the body. </p>
<p> </p>
<p>Summer heatwaves can significantly disrupt sleep. At Eight Sleep, we aim to help you sleep better, even in the hottest weather. If you have a Nest thermometer, connect it with your Eight app and set your room to the best temperature for your sleep. </p>",,5/26/2017 13:11,our-best-tips-for-sleeping-in-the-heat,eightcarliedobkin,Carlie Dobkin,publish,https://cdn.shopify.com/s/files/1/1354/6123/articles/GettyImages-74180296.jpg?v=1495820874,,open,open,Uncategorized,Lifestyle
This One Easy Trick Will Increase Employee Productivity,169600771,"<p><span style=""font-weight: 400;"">We all want better sleep and to perform to the best of our abilities at work. It turns out that one common element can hinder both: light.</span></p>
<iframe src=""https://giphy.com/embed/hOzfvZynn9AK4"" width=""480"" height=""277"" frameborder=""0"" class=""giphy-embed"" allowfullscreen=""""></iframe>
<p><a href=""https://giphy.com/gifs/office-everybody-managed-hOzfvZynn9AK4"">via GIPHY</a></p>
<p><span style=""font-weight: 400;"">Circadian rhythm is the body's natural clock that aligns with the sun and tells us when it is time to perform basic functions like sleeping and eating. According to a recent article in </span><a href=""https://www.forbes.com/sites/melissathompson/2017/05/22/increase-employee-productivity-with-this-one-sleep-hack/2/#10c2ea281a01""><span style=""font-weight: 400;"">Forbes</span></a><span style=""font-weight: 400;"">, “Constant light has not only disrupted our natural circadian rhythms, there’s also a surplus of evidence that suggests different types of light can disrupt our natural sleep-wake cycles, our ability to focus, and cause irritability or even depression.”</span></p>
<p><span style=""font-weight: 400;"">No one wants unfocused workers, so what’s a boss to do? Well, changing the lighting in the office can increase productivity. Most office lighting is harsh, often fluorescent lighting. They emit a limited light spectrum that messes with our natural circadian rhythm. People need natural light from the sun to stay healthy and focused, not hours of artifical one tone light.</span></p>
<p><span style=""font-weight: 400;"">According to </span><a href=""https://www.forbes.com/sites/melissathompson/2017/05/22/increase-employee-productivity-with-this-one-sleep-hack/2/#10c2ea281a01""><span style=""font-weight: 400;"">Forbes</span></a><span style=""font-weight: 400;"">, there are two types of lighting systems that can improve circadian rhythms and help workers focus more: </span><a href=""https://www.halcyon-lighting.co.uk/pages/circadian-lighting""><span style=""font-weight: 400;"">Circadian lighting </span></a><span style=""font-weight: 400;"">and </span><a href=""https://energy.gov/energysaver/daylighting""><span style=""font-weight: 400;"">Daylighting</span></a><span style=""font-weight: 400;"">.</span></p>
<p><b>Circadian Lighting</b></p>
<p><span style=""font-weight: 400;"">It imitates natural daylight and follows the transition of the sun from blue light in the early morning to white light in the afternoon. The white light will signal to your body that it is daytime, and it will increase alertness.</span></p>
<p><b>Daylighting</b></p>
<p><span style=""font-weight: 400;"">This lighting system optimizes natural light that is already entering the room. This system must integrated lights in the room with shades on the window to ensure the proper spectrum of light enters the room.</span></p>
<p><b>Work with what ya got</b></p>
<p><span style=""font-weight: 400;"">If your office building already has plenty of natural light, then there is no need to implement these systems. But if not, figure out which type of lighting is best for your building. If your building does not have a lot of large windows, then use Circadian Lighting. If your building has windows that only a bit of natural light filters through, Daylighting is the best option.</span></p>
<p><span style=""font-weight: 400;"">By utilizing one of these two lighting methods, not only will your employees be much more focused, but you’ll save money on electricity by utilizing as much natural light as possible.</span></p>
<span style=""font-weight: 400;"">All of our body’s natural functions are connected, and they are all influenced by light. Healthy circadian rhythms can not only improve sleep, but they can improve productivity as well.  </span>",,5/25/2017 19:47,how-one-easy-trick-will-increase-employee-productivity,emilybertha,Emily Bertha,publish,https://cdn.shopify.com/s/files/1/1354/6123/articles/buznazz_meeting.jpeg?v=1495756049,,open,open,Uncategorized,Lifestyle
How to Sleep Well on Vacation,169600515,"<p><span style=""font-weight: 400;"">Who doesn’t love a good vacation? New foods, new sights, and new experiences make for a nice break from reality. However, vacation also means a new sleeping environment. Many of us experience difficulties sleeping away from home, but there are measures you can take to ensure a poor night’s sleep doesn’t ruin your trip.</span></p>
<p><b>Consistency is key</b></p>
<p><span style=""font-weight: 400;"">Whether you’re staying at a hotel or with a friend, </span><b>make your room feel like home</b><span style=""font-weight: 400;"">. Pack your favorite slippers, your pillowcase, sleepy time socks, and a picture of your family for the nightstand to make you feel comfortable enough to get a good night’s sleep. If you have a bedtime routine such as drinking tea before bed, make sure to continue that routine while you’re away. </span><span style=""font-weight: 400;"">Used to a calming scent before bed? Pack those essential oils! </span><span style=""font-weight: 400;"">Over time, our bodies associate sleep with our nighttime rituals, so taking away those rituals for a week makes it harder for us to fall asleep.</span></p>
<p><b>Eating meals at the same time every day</b><span style=""font-weight: 400;""> while on vacation can also help your body get into a natural rhythm. Avoid large meals close to bed so you can fall asleep easily and stay asleep.</span></p>
<p><b>Adjust sleep schedules</b></p>
<p><span style=""font-weight: 400;"">If you’re traveling to a different time zone, try to adjust to the new timezone by going to sleep when it is nighttime rather than when you start feeling tired. This will help you adjust to the new time zone so you spend enough time awake during the day to enjoy yourself.</span></p>
<p><b>Location, location, location</b></p>
<p><span style=""font-weight: 400;"">Scoping out the location of where you’ll be staying ahead of time can help ensure a more restful sleep. Is it by a busy road? If you’re staying at a hotel, ask to change rooms if you’re on a noisy ground level. No matter where you’re staying, it’s smart to pack ahead with ear buds and a sleep mask.</span></p>
<p><b>Minimize anxiety</b></p>
<p><span style=""font-weight: 400;"">Relax before bed with a spa treatment or warm bath. Eight’s app features relaxing meditation sessions you can listen to before bed. Writing out the next day's activities and/or discussing them with your travel partners so you don’t have to worry about when you’re doing what the next day is also helpful. If you find yourself feeling uncomfortable in your new environment, read a favorite book or listen to some music before bed to relax yourself.</span></p>
<span style=""font-weight: 400;"">Enjoy every minute of your vacation this summer, asleep and awake, by following these sleep tips. </span>",,5/25/2017 19:39,how-to-sleep-well-on-vacation,emilybertha,Emily Bertha,publish,https://cdn.shopify.com/s/files/1/1354/6123/articles/ppl_on_beach.jpeg?v=1495755557,,open,open,Uncategorized,Lifestyle
Best Outdoor Spots To Catch Some ZZZ's,169593539,"<p><span style=""font-weight: 400;"">Sun and relaxation: two things summer is known best for. Get the most out of your summer by relaxing in the warm weather in these outdoor spots.</span></p>
<h2><b>Hammocks</b></h2>
<p><span style=""font-weight: 400;"">Whether it’s gently swaying under the shade of a palm tree in Mexico or under your grandparent's oak tree in Michigan, laying in a hammock is a relaxing way to get some rest.</span></p>
<h2><b>Local parks </b></h2>
<p><span style=""font-weight: 400;"">Live in more of an urban jungle than a beach paradise? Not to worry. Grab a shady spot and set up a blanket in your local park if the summer sounds of pickup soccer games lull you to sleep. Not comfy laying on a blanket on the ground? Stack some pillows or bring your own hammock to tie between two trees for an afternoon nap.</span></p>
<h2><b>Balconies or porches</b></h2>
<p><span style=""font-weight: 400;"">Whether in a hotel or on your own porch, you can catch some rays and zzz’s from the comfort of your own space. The best perk of this spot? You can always walk back in to refill that lemonade.</span></p>
<h2><b>Beaches</b></h2>
<p><span style=""font-weight: 400;"">The lull of waves put many people to sleep. Pull up a lounge chair so you’re comfortable, lather on the sunscreen, and pull that floppy hat over your eyes to catch some rest. But before you do, read this </span><a href=""https://eightsleep.com/blogs/news/is-it-safe-to-sleep-in-the-sun""><span style=""font-weight: 400;"">article</span></a><span style=""font-weight: 400;""> to avoid the dangers that can come with sleeping in the sun.</span></p>
<p><span style=""font-weight: 400;"">Don’t live by a beach? Many cities have green areas or comfortable recliners by bodies of water.</span></p>
<h2><b>Rooftops</b></h2>
<p><span style=""font-weight: 400;"">Have rooftop access? Enjoy the view but escape the noise of below by napping on a rooftop. The best part? If it’s the roof of your apartment, you can easily carry up a few pillows without having to lug them far back.</span></p>
<p><b>Remember:</b><span style=""font-weight: 400;""> Naps should last 15-35 minutes or for a full 90 minutes so you don’t wake up  feeling groggy. Use sunscreen before napping and insect repellent so you wake up looking and feeling good.</span></p>
<p><span style=""font-weight: 400;"">Check out more about the benefits of napping </span><span style=""font-weight: 400;""><a href=""https://eightsleep.com/blogs/news/the-pros-and-cons-of-napping"">here.</a></span></p>",,5/25/2017 16:15,best-outdoor-spots-to-catch-some-zzzs,emilybertha,Emily Bertha,publish,https://cdn.shopify.com/s/files/1/1354/6123/articles/woman_napping_outdoors.jpeg?v=1495743500,,open,open,Uncategorized,Lifestyle
How to Get Back on Track After a Long Weekend,169587011,"<p>Summer holiday weekends in the USA typically consist of backyard barbecues, ice cold booze, and a lot of red white and blue. The extended weekend is a nice break, but staying up late and sleeping in can disrupt our regular sleep schedules.</p>
<p>We’ve all been there: disrupted sleep, forgotten diet, and the rest of the week looming in front of us. Here’s how to get back on track after the long weekend.</p>
<h2>Think positively</h2>
<p>Don’t get discouraged if you can’t fall asleep right away. Believe your sleep will get back on track. Focus on relaxing, but don’t obsess over it. Try not to relive the excitement of the weekend in your mind, but instead try a calming activity like reading to help you fall asleep.</p>
<h2>Hydrate</h2>
<p>Those alcoholic watermelon coolers may have sounded great this weekend, but now you’re regretting them. Wake up feeling refreshed by drinking water before bed to prevent thirst and dehydration disrupting sleep. Make sure to hydrate when you wake up as well.</p>
<h2>Routine, routine, routine</h2>
<p>It’s important to get back to your normal routine as quickly as possible.</p>
<h3>Time your meals</h3>
<p>Over the weekend, eat that burger early between 6-8. Heavy meals close to bedtime can disrupt sleep. But don’t fret if your mealtimes were out of whack over the weekend. To get back on track, try to eat at the same time every day. This will not only help with portion control, but it can help you sleep better. Our bodies’ routines are all connected, so if one thing is off then it can affect something else.</p>
<h3>Wake up and go to bed at the same time</h3>
<p>Most of us tend to stay up later when we know there’s no work the next day. However, this can harm our sleep schedules and make it more difficult to wake up and fall asleep during the week. Try to stick to a strict bedtime and wake up time, and don’t stray from it more than a half hour. Eight’s Smart Alarm on the Eight app can help with this. It wakes you up during your lightest sleep stage within a half hour of you alarm. The Eight app can also tell you when it’s time to go to sleep.</p>
<p>Follow these few simple tips, and you’ll be back to your well rested self in no time!</p>",,5/25/2017 13:04,how-to-get-back-on-track-after-a-long-weekend,emilybertha,Emily Bertha,publish,https://cdn.shopify.com/s/files/1/1354/6123/articles/GettyImages-629588986.jpg?v=1495734194,,open,open,Uncategorized,Lifestyle
Sleeping Less Can Affect A Man's Sperm,169389315,"<p>Guys listen up, this is important! A recent study, published in <a href=""https://www.ncbi.nlm.nih.gov/labs/articles/28412762/"" target=""_blank"" rel=""noopener noreferrer"">Medical Science Monitor</a>, found a strong link between how much sleep men were getting and how healthy (and abundant) their sperm were. </p>
<p>The study showed that those falling asleep between 8 and 10 pm had the best sperm motility, meaning the sperm are better swimmers and have a greater chance of fertilizing an egg. Men who go to bed after midnight had the worst sperm motility.</p>
<p>Staying up that extra hour to watch one more episode of <em>House Of Cards</em> has a significant impact on your sperm's health. However, don't go thinking you can just sleep an extra hour to reverse the effects. The study also showed that lying in bed for more than nine hours lowers sperm motility. Nonetheless, men who went to bed after midnight AND got less than 6 hours of sleep saw the lowest sperm counts and sperm survival rates. </p>
<p>Going to bed super late and not getting enough sleep can cause your body to release anti-sperm antibodies (ASA) - a type of protein produced by the immune system which can destroy healthy sperm. In fact, a previous study found that men who get six or less hours of sleep had sperm counts 25% lower than those who slept a full eight hours. </p>
<p>If you needed another reason why sufficient sleep is so important, here you go! Your future children will thank you. </p>",,5/19/2017 16:50,sleeping-less-can-affect-a-mans-sperm,eightcarliedobkin,Carlie Dobkin,publish,https://cdn.shopify.com/s/files/1/1354/6123/articles/GettyImages-200388235-001.jpg?v=1495227042,,open,open,Uncategorized,Lifestyle
Why Do We Feel So Tired On Mondays?,169372099,"<p>There's a reason why Monday mornings have such a bad rap, and it all has to do with your body's clock. </p>
<p style=""text-align: center;""><img src=""https://media3.giphy.com/media/l46Cbqvg6gxGvh2PS/giphy.gif"" alt=""""></p>
<p>The weekend may be fun and relaxing, but it can wreak havoc on your sleep. Staying up later and sleeping in until noon disrupts your sleep schedule and throws your internal clock off. This makes it much harder to fall asleep on Sunday night, which then gives you a case of the ""Monday Blues."" According to a recent survey by <a href=""https://today.yougov.com/"" target=""_blank"" rel=""noopener noreferrer"">Yougov</a> on behalf of Calm.com, of 4,279 Americans and Brits polled online in 2017, a full 23% reported that Sunday night was the most difficult night to fall asleep. </p>
<p>Sunday night insomnia is actually due to jet lag, or what experts are calling ""social jet lag."" When you've been going to bed and waking up at different hours than usual, your body just can't adjust properly. You eat on a different schedule on the weekends, exercise differently, and get light exposure later -- all of this delays the circadian rhythm. </p>
<p>To get back on track, here are some tips to make Monday morning great again: </p>
<p>1. <strong>Get a good night's sleep each night during the week</strong>: You don't want to head into the weekend feeling sleep deprived. If you get a solid 7-8 hours each night during the week, a weekend deficit will be easier to handle. </p>
<p>2. <strong>Avoid sleeping in on Saturdays and Sundays</strong>: This one may be tough, but you'll thank us later. If you wake up at the same time every day, including weekends, you will become a much better sleeper. </p>
<p>3. <strong>Take a short nap</strong>: If you stayed out 'til 3 AM, you'll probably require a nap. The key is to nap before 2 PM and limit it to 20-30 minutes so it won't mess with your sleep at night. </p>
<p>4. <strong>Soak up the sun</strong>: Get us much sun as possible in the morning. If the weather permits, go outside. If not, open your curtains or eat breakfast by the window. Light helps keep your circadian rhythm in check and it lowers melatonin levels. Being more awake and alert during the day will help you feel tired come nighttime. </p>
<p>5. <strong>Choose one night for booze</strong>: As you know, alcohol negatively affects sleep, so try and limit your intake on the weekends. If you want to party, choose one night of the weekend instead of both. Friday nights are probably better so that you get all of Saturday and Sunday to recover. </p>
<p>6. <strong>Reduce anxiety</strong>: Another reason for Sunday night sleeping troubles is workweek anxieties. Whether you're worrying about that meeting with your boss or that big deal you have to close, work can be extremely stressful. Try to write down everything you have to that week on a piece of paper before going to bed. This way, these intrusive thoughts won't be bothering you while you're trying to fall asleep. </p>
<p>Mondays are hard, which is why we at Eight want to create the best sleeping environment for you. Our smart alarm detects when you're in your lightest stage of sleep, so waking up is easier. <a href=""eightsleep.com"" target=""_blank"" rel=""noopener noreferrer"">Start sleeping smart today</a>. </p>",,5/19/2017 11:48,why-do-we-feel-so-tired-on-mondays,eightcarliedobkin,Carlie Dobkin,publish,https://cdn.shopify.com/s/files/1/1354/6123/articles/GettyImages-496590873.jpg?v=1495208898,,open,open,Uncategorized,Culture
Is Beauty Sleep A Real Thing? Research Says Yes,169269059,"<p>""I need my beauty sleep,"" you'd declare as your mother aggressively nudged you awake in high school. </p>
<p><img src=""https://media2.giphy.com/media/nQH8CIwU7lyE0/giphy.gif"" alt="""" style=""display: block; margin-left: auto; margin-right: auto;""></p>
<p><strong>Well it turns out, you were right! </strong></p>
<p><a href=""http://rsos.royalsocietypublishing.org/content/4/5/160918"" target=""_blank"" rel=""noopener noreferrer"">New research</a> suggests that people who miss out on sleep do appear less attractive to others. In fact, just a few nights of restricted sleep is enough to make a person look ""significantly"" more ugly. In the Stockholm University experiment, 25 participants were photographed after 2 days of sleep restriction and after normal sleep. Then, strangers rated whether they'd socialize with the participant in the photo. They also rated participants' attractiveness, health, sleepiness and trustworthiness. </p>
<p>The results showed that when sleep deprived, the participants were perceived to be less attractive, less healthy, more sleepy - and the raters were less inclined to socialize with them.</p>
<p>The researchers explained this in evolutionary terms saying, ""an unhealthy-looking face, whether due to sleep deprivation or otherwise, might active disease-avoiding mechanisms in others."" In other words, people don't like to hang out with people who look sick. </p>
<meta charset=""utf-8"">
<p>Physical attractiveness can affect the way we perceive and treat an individual. Psychologists call this the physical attractiveness stereotype, which is the tendency to assume that people who are attractive possess socially desirable traits. According to various studies, beautiful people are viewed as healthier, more intelligent, and more likable. For example, facial symmetry, a universal sign of beauty, is often perceived as a sign of health, and <a href=""http://psych.colorado.edu/~munakata/teaching/prosem05/ProkoschEtAl05.pdf"" target=""_blank"" rel=""noopener noreferrer"">general intelligence</a> is positively linked to body symmetry. </p>
<p>There's a reason why being tired makes you look, well, ugly. Dark circles and bags appear when the body is unable to rejuvenate at night due to lack of sleep. When you sleep, you distribute water in the body. Not getting enough sleep causes water to accumulate under the eyes. Stress, which is linked to lack of sleep, is what really beats you up. When you're tired and stressed, you lose collagen, which makes your face baggy, produces less melanin (making you paler), and leads to wrinkles. </p>
<p>Stay beautiful by sleeping smart with Eight. We'll help you achieve your ideal beauty rest. <a href=""eightsleep.com"">Try us for 108 nights now</a>. </p>
<p> </p>",,5/17/2017 12:12,is-beauty-sleep-real,eightcarliedobkin,Carlie Dobkin,publish,https://cdn.shopify.com/s/files/1/1354/6123/articles/sb2.jpg?v=1495037793,,open,open,Uncategorized,Trending
How Making Your Bed Can Help You Sleep at Night,169240451,"<p><span style=""font-weight: 400;"">It can be tempting to not make your bed every day as it’s just going to get untucked when you go to sleep again at night. What's more, most of us already have busy enough mornings as it is. But making time for making your bed can be extremely beneficial.</span></p>
<p><span style=""font-weight: 400;"">A survey by </span><a href=""https://sleepfoundation.org/media-center/press-release/americans-bedrooms-are-key-better-sleep-according-new-poll""><span style=""font-weight: 400;"">The National Sleep Foundation</span></a><span style=""font-weight: 400;""> found that people sleep better and longer when their bedrooms are clean.</span></p>
<h2><b>Set the mood</b></h2>
<p><span style=""font-weight: 400;"">Going to bed in a clean, relaxed environment can make it easier to fall asleep. An untidy room and untucked sheets cause stress and anxiety that can keep us up at night.</span></p>
<h2><b>Make sleeping easier</b></h2>
<p><span style=""font-weight: 400;"">Nighttime rituals can help you sleep like turning down your bed every night. Your brain begins to associate the same habit of turning down your bed with sleep, thus making it easier to fall asleep.</span></p>
<h2><b>Sleep, Don’t Sniffle</b></h2>
<p><span style=""font-weight: 400;"">If you have pets and allergies, you have all the more reason to make your bed every morning. Allergies can keep people up at night, and making your bed can help by preventing pet hair and dust from gathering in your sheets. Even if you don’t suffer from allergies, no one likes being covered in pet hair.</span></p>
<h2><b>Stay Productive</b></h2>
<p><span style=""font-weight: 400;"">Not only can making your bed help you sleep, but it can also encourages you to be more productive throughout the day. So start tomorrow off on a positive note by making your bed.</span></p>
<p><span style=""font-weight: 400;"">Of course, one of the most important sleep factors remains sleeping on a comfortable mattress.  Try our Eight Smart Mattress for 108 nights for a better sleep.</span></p>",,5/16/2017 14:56,how-making-your-bed-can-help-you-sleep-at-night,emilybertha,Emily Bertha,publish,https://cdn.shopify.com/s/files/1/1354/6123/articles/GettyImages-598566816.jpg?v=1494961919,,open,open,Uncategorized,Lifestyle
Why Do We Sweat At Night?,169236035,"<p><span style=""font-weight: 400;"">Sweating at night can be embarrassing and uncomfortable. It can also lead to an awful lot of laundry days for all those sweat-drenched clothes. So why do some people tend to sweat during the night?</span></p>
<p><span style=""font-weight: 400;"">Let’s start with the basics. Sweating is our bodies’ natural way to cool us down and prevent overheating. There are many possible causes of sweating at night, some more serious than others. </span></p>
<p> </p>
<p> </p>
<h2><b>Moderate and/or not sweating every night</b></h2>
<p><span style=""font-weight: 400;"">If you moderately sweat during the night, it may simply be a sign that your sleeping environment is too warm. Lower the temperature in your room at night or the temperature of your bed with the Eight app. The ideal bedroom temperature is 65-68 degrees Fahrenheit. Opening the windows for a breeze if you don’t suffer from allergies or turning a fan on could also help alleviate some sweat.  </span></p>
<p><span style=""font-weight: 400;"">One major culprit to bed-sweaters is the mattress you’re sleeping on. Certain designs trap in heat and moisture, which prevents your body from regulating its temperature like it wants to. Sleeping hot is one of the biggest complaints from memory foam mattresses, which is why we created something better. <a href=""https://eightsleep.com/eight-pod-sleep-cool/"">The Pod by Eight Sleep</a> offers dynamic cooling paired with premium breathable foam layers. The result is a cool and comfortable mattress for you to sleep on all summer long.</span></p>
<p><span style=""font-weight: 400;"">Another obvious fix is to sleep in breathable sheets.</span><span style=""font-weight: 400;""> ﻿﻿</span><span style=""font-weight: 400;"">Applying deodorant before bed can also aid in reducing sweat at night. Since sweating is our bodies’ way of telling us we’re getting too hot, make sure to drink a glass of water before bed.</span></p>
<p><span style=""font-weight: 400;"">Besides a high room temperature, a number of medications also have side effects that include sweating at night, so make sure to read the label on your pills. Additionally, low blood sugar can cause sweating at night.</span></p>
<p> </p>
<h2><b>Excessive sweating nightly or almost every night</b></h2>
<p><span style=""font-weight: 400;"">If you find yourself sweating excessively every night, then it could be a sign of something more serious like tuberculosis, HIV, or sleep apnea among other things. Menopause and pregnancy can also cause women to sweat excessively during the night. Consult your doctor for treatment options.</span></p>
<span style=""font-weight: 400;"">You can try our Eight Smart Mattress for 108 nights to see for yourself how cool it sleeps. </span>",,5/16/2017 12:58,why-do-we-sweat-at-night,emilybertha,Emily Bertha,publish,https://cdn.shopify.com/s/files/1/1354/6123/articles/GettyImages-475273178.jpg?v=1494956361,,open,open,Uncategorized,Lifestyle
How Exercise Can Help You Sleep Better,169233347,"<p><span style=""font-weight: 400;"">We all know by now that sleeping and exercise are good for us, but just how do they relate to one another?</span></p>
<p><span style=""font-weight: 400;"">It turns out, exercise is a key factor in improving sleep quality. In a 2013 survey conducted by </span><a href=""https://sleepfoundation.org/media-center/national-sleep-foundation-poll-finds-exercise-key""><span style=""font-weight: 400;"">The National Sleep Foundation</span></a><span style=""font-weight: 400;"">, “</span><span style=""font-weight: 400;"">Self-described exercisers report better sleep than self-described non-exercisers even though they say they sleep the same amount each n</span><span style=""font-weight: 400;"">ight.”</span></p>
<p><span style=""font-weight: 400;"">According to </span><a href=""https://sleep.org/articles/exercise-affects-sleep/""><span style=""font-weight: 400;"">Sleep.org</span></a><span style=""font-weight: 400;"">, as little as 10 minutes of aerobic activity a day can improve the quality of your sleep. </span></p>
<p><span style=""font-weight: 400;"">Exercise helps to reduce stress and can tire you out, but you might want to think twice before exercising too late at night. When you exercise, your body temperature increases. So after exercising, your body temperature decreases which can induce sleep. But if you try to go to bed too quickly after exercising, usually within an hour and a half, your heart rate and temperature could still be up, which often makes it difficult to fall and stay asleep. Everyone is unique, so if you find that exercise before bed does not affect your sleep, then drop and give me 20!  </span></p>
<p><span style=""font-weight: 400;"">Always make sure to do cool down stretches after exercising as this can help relax you and make it easier to fall asleep.</span></p>
<p><span style=""font-weight: 400;"">While exercise certainly affects sleep, the results may not be felt immediately. In many </span><a href=""https://www.psychologytoday.com/blog/sleep-newzzz/201309/better-sleep-found-exercising-regular-basis-0""><span style=""font-weight: 400;"">studies</span></a><span style=""font-weight: 400;"">, it took weeks, sometime even months, before exercisers reported better sleep.</span></p>
<p><span style=""font-weight: 400;"">While exercise’s effect on sleep is not immediate, the effects of sleep on exercise are. Sleep and exercise have a two way relationship; not getting a good night’s sleep can negatively impact your workout the following day.</span></p>
<span style=""font-weight: 400;"">The bottom line is that exercise is just as important as sleep in maintaining a healthy lifestyle. </span><span style=""font-weight: 400;"">So stick with it! </span>",,5/16/2017 11:48,how-exercise-can-help-you-sleep-better,emilybertha,Emily Bertha,publish,https://cdn.shopify.com/s/files/1/1354/6123/articles/tennis_shoes_in_bed.jpeg?v=1494953307,,open,open,Uncategorized,Lifestyle
Is it Safe to Sleep in the Sun?,169233219,"<p>Summertime means rest, relaxation, and maybe some refreshing wine coolers. After some fun in the sun, you may find yourself starting to doze off in your favorite lawn chair or on the beach while tanning. But how safe is it to fall asleep in the sun?</p>
<p>From a sleep point of view, there are many benefits of naps. They can relax you and give you more energy. But staying in the sun too long can leave you feeling tired, taking away many benefits of napping.  </p>
<p>If you’re going to be out in the sun anyway, it’s fine to take a short nap as long as you have a person or alarm to wake you up so you don’t sleep too long and burn.  Normally, the ideal nap should be 15-35 minutes or a full 90 minutes. Otherwise, you’ll wake up feeling groggy. But your sun siesta should not last longer than a half hour. Why?  Laying in the sun can cause dehydration, and going over an hour without water in the hot sun can be unsafe. You should also check every half hour to see if you need to apply more sunscreen. Take it from someone who has woken up looking like a tomato too many times: always apply sunscreen that is at least 20 SPF before you nap.</p>
<p>Remember that UV rays are highest from <a href=""http://www.sunsafetyalliance.org/uv_rays.html"">10am-4pm</a>, and the sun gets harsher throughout the day. So an early morning nap or a sunset snooze are best. Be sure to wear sunglasses or put a shirt or towel over your face to protect your eyes from the sun as well.</p>
<p>Nap smart and safely this summer by following these tips.</p>",,5/16/2017 11:45,is-it-safe-to-sleep-in-the-sun,emilybertha,Emily Bertha,publish,https://cdn.shopify.com/s/files/1/1354/6123/articles/woman_asleep_by_lake.jpeg?v=1494949516,,open,open,Uncategorized,Lifestyle
